1,Buenos Aires
2,Capital Federal
3,Catamarca
4,Cordoba
5,Corrientes
6,Chaco
7,Chubut
8,Entre Rios
9,Formosa
10,Tierra del Fuego
11,Jujuy
12,La Pampa
13,La Rioja
14,Mendoza
15,Misiones
16,Neuquen
17,Rio Negro
18,Salta
19,San Juan
20,San Luis
21,Santa Cruz
22,Sante Fe
23,Santiago del Estero
24,Tucuman
